,Unnamed: 0,Datetime,Tweet Id,Text,Username,Label,Language,Review
113,113,2019-09-19 15:36:18+00:00,1174708805570981888,Kl soal revisi KPK oklah masih bisa diperdebatkan kubu pro amp kontra dgn alasan masing amp gw msk kubu pro Cuma ini yg mslh RUU KUHP ini gw setuju ini hewan mana sih yg buat geblegnya ga ketulungan Kebanyakan tidur pas sidang atau nitip absen kynya sampai otak ga dipake,CrownCLownX13,-1,indonesia,
114,114,2019-09-19 15:33:04+00:00,1174707991125250048,Tuntutannya apa ini sih Tolak Revisi UU KPK UU KUHP atau UU PKS Atau nuntut Jokowi nggak dilantik,cgtrisanjaya,-1,indonesia,
115,115,2019-09-19 15:31:14+00:00,1174707529965682688,Fakir miskin dan anak terlantar sdh dipelihara oleh negara belom UUD 45 diatas KUHP,depotcepot,0,indonesia,
116,116,2019-09-19 15:31:03+00:00,1174707483232718848,Ada dua isyu proff kpk dan RUU KUHP sy blm bisa memahami maksud pemerintah proff,DeniIkhwan4,0,indonesia,
117,117,2019-09-19 15:25:22+00:00,1174706052786376704,ya pilihannya dua tolak RUU KUHP atau siap2 dipidana,vania_ps,-1,indonesia,
118,118,2019-09-19 15:24:59+00:00,1174705954098577408,Hanum purwono Tapi PASTI ada pakar hukum yg menyusun Celakanya jika RUU KUHP anggota DPR hanya percaya pd penyusun atau mungkin staf ahlinya tanpa mau mempelajari sendiri isi RUU,__MV_llestari__,0,indonesia,
119,119,2019-09-19 15:23:43+00:00,1174705637571219456,Pantesan bingung gamau beli kuhp Isinya lebih halu dari khh halu,glchdnoel___,-1,indonesia,
120,120,2019-09-19 15:23:03+00:00,1174705471145406465,Gila Pemindahan Ibu Kota pakai jajak pendapat RKUHP gak ada sosialisasi amp kajian ilmiah utk pasal krusial dibiarin sama mereka Saya tidak tahu apa ada pasal di dlm KUHP yg juga menghukum kejahatan para pembuat perundangan bila dikemudian hari ternyata UU nya merugikan rakyat,joephraym8,-1,indonesia,
121,121,2019-09-19 15:22:08+00:00,1174705239041011712,Aku siy iyes hongkong in aj jakarta tp tanpa anarkis menolak keras revisi uu kpk dan ruu kuhp Jd inget teriakan semangat 98 dulu kami bersatu tak bis dikalahkan,readitya,-1,indonesia,
122,122,2019-09-19 15:18:58+00:00,1174704441922084867,Katanya KUHP lama sudah tidak relevan karena produk kolonial Belanda makanya direvisi dengan RUU yg lebih ketimuran Nyatanya ga semua yg ketimuran selalu lebih baik kan,bu_tedjo_,-1,indonesia,
123,123,2019-09-19 15:16:41+00:00,1174703868229242880,kalo masalah gelandangan mainnya ke posisi hukum itu sendiri mas kan kuhp sama uud jelas lebih atas uud ya dari hierarki jadinya uud yg berlaku disini dan uud juga mengatur kan dimana orang miskin itu dilindungi oleh negara,RamandhikaMhd,0,indonesia,
124,124,2019-09-19 15:14:35+00:00,1174703338752892928,Gelandangan politik spt mbah Amien itu yg harus didenda 1 juta 600 juta Rupiah Mestinya pemerintah bertanggung jawab bahwa setiap warga negara terjamin sandang papannya Tolak revisi KUHP DPR pengacau MahasiswaBergerak,TriSartopo,-1,indonesia,
125,125,2019-09-19 15:11:27+00:00,1174702550966255616,Demo yg massa nya sebanyak dan terorganisir seperti ini Kayanya yg bikin ketriger bukan UU KPK tp RUU KUHP Makannya lgsg bnyk yg gerak sebanyak ini,Alfinfadhil26,-1,indonesia,
126,126,2019-09-19 15:09:54+00:00,1174702160271032321,Tapi harus diakuilah ini RUU KUHP memang rumit luar biasa Tak cukup lihat satu dua isu buat menilai Di luar persoalan pasal pasal kontroversial ini urusan memang sudah puluhan tahun tak selesai juga Sedikit perkembangan bisa dilihat di sini,darmantompul,-1,indonesia,
127,127,2019-09-19 15:08:53+00:00,1174701904548573186,contoh nih masalah aborsi yg rame pada ngomel karena poin yg tertera di kuhp kan menolak keras adanya aborsi tapi aborsi itu diatur juga di uu no 36 2009 jadinya poin yg ada di kuhp itu tergantikan sama uu 36,RamandhikaMhd,0,indonesia,
128,128,2019-09-19 15:07:45+00:00,1174701619390406656,Yang namanya gelandangan ini makan aja susah Pekerjaan aja ngga punya Malah disuruh bayar denda Yg bikin RUU KUHP ini lagi sadar apa mabok sih,rusydinat,-1,indonesia,
129,129,2019-09-19 15:06:46+00:00,1174701370538176513,SatoshiVision Gue Jujur ye GueMilih Jokowi kemaren Tapi liat kebijakan UU KPK RUU KUHP Gw kritis gw Tolak Ga Tau Mbaknya Mabok apa Kali,Antimag91900437,-1,indonesia,
130,130,2019-09-19 15:06:43+00:00,1174701360144666624,Sudah nomaden terbitlah KUHP Sudah jomblo gapunya pacar Lucu sekali negeri ku,abyantarasid,-1,indonesia,
131,131,2019-09-19 15:05:31+00:00,1174701058796470273,cara penerapan uu misalkan uu tentang pidana hukum general pidana kan kuhp ya be kuhp itu mengakui adanya pidana khusus nah pidana khusus ini diatur di uu jadi otomatis poin yg ada di kuhp itu tergantikan sama yg ada di uu,RamandhikaMhd,-1,indonesia,
132,132,2019-09-19 15:05:29+00:00,1174701046490456065,Prof Enny Nurbaningsih yg sekarang jadi Hakim MK dulunya salah satu yg ikut terlibat intens dalam Tim Pakar Pemerintah terkait penyusunan RUU KUHP Februari tahun lalu isu yg mencuat adalah soal pasal penghinaan presiden yg jadi dasar twit ini,darmantompul,0,indonesia,
133,133,2019-09-19 15:04:14+00:00,1174700735084322816,Inget udah ada RUU KUHP lol,intansaraswati_,0,indonesia,
134,134,2019-09-19 14:59:19+00:00,1174699494656622592,doncorleone78 RUU pertanahan RUU KUHP dan UU KPK jerat hukum terhadap masyarakat Indonesia begitu kentara sedangkan RUU yang mengatur TKA 4 tahun tidak pernah selesai,Kurniaw35770172,0,indonesia,
135,135,2019-09-19 14:57:34+00:00,1174699058042220544,den itu RUU KUHP jadi tadi kamu baca utas nya tanpa lihat isi RUU nya Gimana sih,wosnyou,0,indonesia,
136,136,2019-09-19 14:56:57+00:00,1174698898931277824,Ila aku buta kuhp atau apalah itu krn kyknya indo akhir2 bermasalah bgt Tapi aku magernya nyari taunya maukah km jelasin ke aku itu ttg apa,youteeeeee,0,indonesia,
137,137,2019-09-19 14:55:57+00:00,1174698649961598977,P354W1K Lha demo ruu KUHP RUU pertanahan minta Jokowi mundur Ini demonya oposisi pilpres hahaha,tiyang_alitt,-1,indonesia,
138,138,2019-09-19 14:53:33+00:00,1174698044673146880,Kembalikan darah juang Kawan kawan mahasiswa bersatulah Rebut dan kembalikan amanat reformasi Selamatkan KPK selamatkan Indonesia Tolak RUU KPK RUU KUHP kawanJuang saveKPK,chepryCH,-1,indonesia,
139,139,2019-09-19 14:49:57+00:00,1174697139865305096,Apalagi kalau revisi KUHP nya gol makin banyak penghuni lapas karena gelandangan terancam masuk semua ke penjara,putrawenas,-1,indonesia,
140,140,2019-09-19 14:48:10+00:00,1174696688826638337,Official Beneran itu RUU KUHP MahasiswaBergerak MahasiswaBergerak,PepepPermana,0,indonesia,
141,141,2019-09-19 14:47:24+00:00,1174696499063742466,Nanti ada yg bikin ruu kuhp rp,NOAHdedes,0,indonesia,
142,142,2019-09-19 14:46:46+00:00,1174696337293697024,Demonstrasi mahasiswa pertama yang saya apresiasi ini pak Sebenarnya sangat berusaha tidak mengomentari masalah RUU KUHP karena bukan akademisi politik hukum Tapi logika awam saya mencerna bahwa ini memang harus dicermati,Rsi_Suwardana,0,indonesia,
143,143,2019-09-19 14:45:05+00:00,1174695914075774976,dumdum Halo kpk dan halo ruu kuhp,andggiee,0,indonesia,
144,144,2019-09-19 14:43:22+00:00,1174695483220119553,kalo ngga salah ada KUHP terkait menyebarkan ajaran komunis bisa ditangkep RI ini ni Pak salah satunya Ayo kalo berani tangkep Polisi,guidedbyguff,0,indonesia,
145,145,2019-09-19 14:42:41+00:00,1174695311220105218,Nanya dong kalau RUU KUHP disahkan Jika nnti kita ingin mengajukan JR Ke MK apakah harus menunggu adanya dampak kasus apes yg bertentangan dg UUD atau sehari setelah ditetapkan bisa di JR lngsung hehe,mitramusta,0,indonesia,
146,146,2019-09-19 14:39:08+00:00,1174694418718384128,Pak Mahfud kenapa diam saja melihat ketidakberesan RUU KPK dan RUU KUHP Tidak tergerak kah hati Pak Mahfud melihat kesewenangan akhir2 ini,pradalhomme,-1,indonesia,
147,147,2019-09-19 14:36:04+00:00,1174693645305425922,purwono AS Sumpah yang bikin RUU ini hrs disidang sm seluruh rakyat Indonesia Udh multitafsir kalimat2 karet sampai ngurusin hal2 ga penting Pak nunggu loh langkah bapak soal RUU KUHP ini Jgn sampai kecewakan rakyat,orlandochristy,-1,indonesia,
148,148,2019-09-19 14:35:31+00:00,1174693506755022850,Di tambah DPR mau mengesahkan RUU KUHP dengan cepat Padahal isinya penuh kontroversial Banyak cacatan signifikan dr pengamat dan tokoh akademik Ngeri ya DPR kok selalu kontroversi dlm membuat UU,yudiirahman,-1,indonesia,
149,149,2019-09-19 14:34:21+00:00,1174693215527718912,Sekolonial2nya Belanda KUHP nya masih lebih waras dibanding RKUHP yg sekarang,ayumiraaa,-1,indonesia,
150,150,2019-09-19 14:32:53+00:00,1174692842930888705,Maki2 aja Boss Mumpung blm ada kuhp baru,gerilyawan02,-1,indonesia,
151,151,2019-09-19 14:31:27+00:00,1174692482430451713,iya lit gua tau masalah itu tapi yg pengen gua sampein emg ga segampang itu cara lu nilai suatu poin di undang undang gampangnya kuhp ga berdiri sendiri tapi ada uu lain juga yg ngedukung,RamandhikaMhd,0,indonesia,
152,152,2019-09-19 14:31:05+00:00,1174692393502879744,Kalo RUU KUHP macam gini trus gua sebagai anak kesmas yang kerjaannya prevention masalah PMS dan edu sex masuk penjara dong,EMoontaee,-1,indonesia,
153,153,2019-09-19 14:26:37+00:00,1174691268544344064,Kesel pisan atuhda Udah RUU KPK KUHP PKS Banyak bgt PR negara iniii,leaaiuo,-1,indonesia,
154,154,2019-09-19 14:25:17+00:00,1174690932903546880,Hati hati bikin questiom box kek gini bisa masuk penjara bg brian Kena pasal yg di RUU KUHP,dwpvg,-1,indonesia,
155,155,2019-09-19 14:24:21+00:00,1174690696139280385,coba belajar asas hukum terutama prefrensi hierarki sama dibaca juga uud hukum masalah gelandangan itu udh lama ada di kuhp tapi gapernah kan di eksekusi ya soalnya secara hierarki uud diatas kuhp dan secara moral value itu gamungkin dilakuin,RamandhikaMhd,0,indonesia,
156,156,2019-09-19 14:21:16+00:00,1174689921770151937,Pari mas tolong feed informasi ke Pak Jokowi betapa anehnya isi RUU KUHP itu Bisa2nya Bapak is a major setback,itadwi_85,-1,indonesia,
157,157,2019-09-19 14:20:11+00:00,1174689648561610752,Massa Tolak RUU KUHP Bubar Lalin Depan DPR Kembali Dibuka Massa mahasiswa dari,galxxs,-1,indonesia,
158,158,2019-09-19 14:19:54+00:00,1174689578973839360,pratama Aku yakin penggiat perzinahan punya cara mengakali kunci motor yang bengkok pun bisa diluruskan nya apalagi masalah sepele seperti KUHP yang baru tidak perlu khawatir,badforgemini,-1,indonesia,
159,159,2019-09-19 14:16:39+00:00,1174688757741740035,KUHP ini ada KUHAPnya mungkin ada penjelasan disana bila membahayakan calon ibu di legalkan demi kesehatan dan keselamatannya hadeh,4_Per,-1,indonesia,
160,160,2019-09-19 14:10:53+00:00,1174687307930198022,even if they are not nanti kalian bisa kena kuhp,humanityunite2,0,lain,
161,161,2019-09-19 14:07:53+00:00,1174686550996553728,Aktifis sih aktifis Sans bro Negara ini kompleks permasalahannya Ga cuma Karhutla dan RKUHP Itu cuma salah 2 Ga perlu lah sampe sebenci itu Lagipula itu masih R Belum KUHP Sek to sek,mikazukiaugusxx,1,indonesia,
162,162,2019-09-19 14:07:09+00:00,1174686367571480576,Yg pntg gak dibhs mlh yg rentan di offkan di MK dibhs dsr kurg krjaan appn ttg Sihir santet guna2 mistis magic dll yg super MAYA itu tdk akn prnh bisa dibktikn scr material hukum Santet dll yg mistis hkmnya ya mistis pula itu tdk nyata sklian sj ada KUHP MIMPI BURUK,TerunaPertiwi,-1,indonesia,
163,163,2019-09-19 14:05:44+00:00,1174686013714784258,syalalala RUU KPK RUU KUHP opo maneh bar iki nek wes kenek iki pak presiden pun iso opo,RizalR_16,0,lain,
164,164,2019-09-19 14:05:43+00:00,1174686007687548935,chotimah Bener Pasca Pemilu ada banyak peristiwa yg bikin gaduh 1 Kerusuhan saat proses sidang MK 2 Ribut Papua 3 Ribut soal RUU KUHP RUU PKS UU KPK 4 Kebakaran hutan di Kalimantan amp Sumatra 5 TSK Menpora Jangan ini akan terus ada sampai pelantikan presiden ya,pieterpitojo,-1,indonesia,
166,166,2019-09-19 13:56:45+00:00,1174683752112390144,Pencemaran nama baik Pasal 310 ayat 1 KUHP,kedaiboekoe,0,indonesia,
167,167,2019-09-19 13:56:02+00:00,1174683570742288385,JikaAkuAdalahKamu akan aku tolak pengesahan RUU KUHP,ripwibowo_,-1,indonesia,
168,168,2019-09-19 13:52:56+00:00,1174682791734329344,Masak udah pernah dibatalkan MK lalu dimasukan lg ke KUHP Gemana tuh Kalo sudah dinyatakan secara substansi delik penghinaan prrsiden itu bertentangan dgn konstitusi mestinya gak usah lagi dihidupkan,gendovara,,indonesia,
169,169,2019-09-19 13:50:47+00:00,1174682248924168192,zone Intinya jadi DPR itu mau mengesahkan Revisi KUHP Nah banyak yang gak setuju soalnya bakalan banyak yg dirugikan terutama perempuan Poin nya ada di twit tersebut Bayangin mbak kita ngasih kritik buat presiden aja bisa dipenjara 3 5 thn terus korban perkosaan bisa dipenjara,ET_Febrian,,indonesia,
171,171,2019-09-19 13:49:50+00:00,1174682012226973698,Kudeta merangkak Dgn KUHP dan UU KPK baru rakyat punya banyak peluru baru utk menjatuhkan rezim ini,eef_heryanto,,indonesia,
172,172,2019-09-19 13:48:27+00:00,1174681663416061963,Kenapa perlu dimasukan hk adat dlm penyelesaian pidana dlm kuhp Efektifitas Jgn sampe peradilan pidana ga menyelesaikan masalah Peradilan hrs menyelesaikan masalah bukan buat masalah,dbintangstr,,indonesia,
173,173,2019-09-19 13:48:25+00:00,1174681655077769216,Hahaa aku ketawa aja sih Kebetulan aku diajar sama prof barda ketua tim perancang ruu kuhp Sedikit banyak aku tau ttg politik dan kebijakan ruu kuhp ini Lagian kenapa juga pada liat sisi negatifnya toh yg positifnya lebih banyak Kita akhirnya bisa punya hukum sendiri,bulbulkun,,indonesia,
174,174,2019-09-19 13:45:35+00:00,1174680941240836096,Kriting Ini yang ngerancang KUHP keknya masih ada sisa mabok semalam deh,L_ProfesoRe,,indonesia,
175,175,2019-09-19 13:45:34+00:00,1174680937193340928,oe Maaf postingan melanggar pasal KUHP postingan tidak menyenangkan para jomblo,kakmukhlis11,,indonesia,
176,176,2019-09-19 13:42:55+00:00,1174680270022291457,KompasTV Kenapa tidak ada edukasi UU kepada publik Paling tidak UU di publikasikan berupa pdf Sehingga kita sebagai rakyat bisa membaca isinya Tapi kalau cuma DPR dan pemerintah yang tahu buat apa rapat rancangan KUHP Mending bubar aja DPR,Gowindha,,indonesia,
177,177,2019-09-19 13:36:56+00:00,1174678763654672384,Setelah RUU KUHP amp revisi UU KPK pekerjaan konyol apa lagi yg akan di revisi anggota dewan,IWayanKerti2,,indonesia,
178,178,2019-09-19 13:36:23+00:00,1174678626756751360,ada yang tau isi ruu kuhp kpk yang baru,crupspuk,,indonesia,
179,179,2019-09-19 13:35:59+00:00,1174678524604452864,Kalo soal delik penghinaan prrsiden itu panjang ceritanya bro sebagai orang yg aktif dengan urusan internet mungkin bisa dicari putusan MK ttg pasal 134 KUHP yg dulu sudah pernah dibatalkan Pertimbangan hukumnya lengkap disana Harusnya putusan MK itu mengikat selamanya,gendovara,,indonesia,
180,180,2019-09-19 13:27:54+00:00,1174676491969257472,Diganti sebenernya bagus2 aja apa lg kuhp udah outdated bgt tapi diganti sm rkuhp yg kacau gitu,theresiagitaj,,indonesia,
181,181,2019-09-19 13:25:44+00:00,1174675945904427013,Baca dulu sebelum komen diperberat RUU KUHP saalh satu bahasannya Pelaku Kumpul Kebo dan Seks di Luar Nikah akan dipenjarakan ini bukan delik aduan lagi Berarti bagus kan,svetladushenka,,indonesia,
183,183,2019-09-19 13:25:11+00:00,1174675805185572864,Mungkin saja secara pribadi kita tidak setuju pasal kesusiliaan yg ada di KUHP Tapi sebagai warga negara kita harus terima Itulah konsekwensi dari negara yang falsafah Pancasila Dimana hukum dan UU apapun yang dibuat negara harus berdasarkan Pancasila dan UU 45,Bobby77H,,indonesia,
184,184,2019-09-19 13:25:10+00:00,1174675803767881731,Nah KUHP baru menerapkan kebalikan dari hukum kolonial Agama HAM dan equality dihadapan Hukum menjadi dasar filosofi KUHP KIta akan merasakan apa makna dari Pancasila itu sendiri Sebelumnya pancasila hanya ada dalam retorika tapi sekarang Pancasila di apply,Bobby77H,,indonesia,
185,185,2019-09-19 13:23:59+00:00,1174675507184459776,id RI ID Mas Bro klo thd RUU KUHP DPP id menolak lantas thd revisi UU KPK gimana gw koq belum dengar ya sikap resmi PSI terkait hal ini Apa gw yg ketinggalan berita nih jgn sampai karena bagian dr parpol pendukung pemerintah jd kehilangan daya kritis amp obyektifitas,rickydp19,,indonesia,
186,186,2019-09-19 13:22:23+00:00,1174675102778048513,Mari berdiskusi pada agenda Konsolidasi Terbuka Persiapan Menuju Aksi Duka Indonesia dan RUU KUHP Jumat 20 September 2019 19 30 Selesai Selasar Cisral Bersama kita wujudkan aspirasi dan semangat reformasi di tengah kegentingan kondisi Bangsa ini,bem_unpad,,indonesia,
187,187,2019-09-19 13:22:16+00:00,1174675074571366400,RI Ini haduh kenapa ya Para wakilnya beneran mewakili ga sih Liat RUU KUHP dan RUU KPK cuma pengen bilang MIRIS Kasus Papua belum beres kebakaran hutan belum beres eh kementrianya bikin tag sawit baik ga ada empati banget sedihh gue,goes_tap,,indonesia,
188,188,2019-09-19 13:21:34+00:00,1174674895860404225,Nope Ga langgar kuhp kok,wichests,,indonesia,
189,189,2019-09-19 13:18:01+00:00,1174674004390510594,10 anak yg diadukan zina oleh orgtuanya kenapa kok lgsg contoh seperti itu padahal subjeknya setiap org saya juga melampirkan bentuk2 perzinahan yang ada di penejelasan ps 417 rumusan deliknya tidak jauh berbeda dengan zinah di konsep KUHP lama gendak overspel,ariagaana,,indonesia,
190,190,2019-09-19 13:17:50+00:00,1174673959435980800,8 mengkritik presiden dipidana perlu dikembalikan konsepnya ke rumusan aslinya penghinaan bukan kritik emg ini pasal berpolemik keberadaannya karena delik serupa perdah ada di KUHP lama namun sudah dicabut oleh putusan MK Nomor 013 022 PUU IV 2006,ariagaana,,indonesia,
191,191,2019-09-19 13:17:47+00:00,1174673944252542976,konsep disabilitas mental dan atau intelektual ini justru penemuan hukum karena pada kuhp yg dimaksud alasan pemaaf yg serupa subjeknya adalah org yg jiwanya cacat hanya berbicara penyakit kejiwaan blm bicara disabilitas intelegensi menurut sy ini kemajuan dalam hukum pidana,ariagaana,,indonesia,
192,192,2019-09-19 13:17:22+00:00,1174673840158343170,Timbul pertanyaan apakah aturan pada UU Kesehatan tetap berlaku ketika RUUKUHP disahkan masih karena pada ps 626 1 p RUU KUHP tidak mencabut ps 77 UU kesehatan jadi ketakutan netizen terkait perlindungan korban perkosaan yang ingin aborsi adalah tidak berdasar,ariagaana,,indonesia,
193,193,2019-09-19 13:17:04+00:00,1174673762823766021,1 korban perkosaan bakal dipidana kalo gugurin janin hasil perkosaan terkait penguguran janin Sudah jd tindak pidana sejak kuhp lama tapi perlu diperhatikan diluar KUHP ada UU Kesehatan dimana pada psl 75 2 disebut tidak dipidana apabila darurat medis korban perkosaan,ariagaana,,indonesia,
194,194,2019-09-19 13:13:42+00:00,1174672917088460801,Mungkin bagi pembuat ada pertimbangan hukim lain Kejahatan terhadap nyawa bayi yang masih ada dalam kandungan ibu janin diKUHP Tapi KUHP kan ga masuk grundnorm Indonesia kuhp punya Belanda goblog sii kalo pake lex specialisnya KUHP beneran,Ek_Ra12,,indonesia,
195,195,2019-09-19 13:11:22+00:00,1174672329764245504,a AS Mbak sudah bandingkan KUHP lama dengan yang RKUHP Sudah bandingkan pula dengan KUHP negara lain Swiss swbagian AS aborsi untuk korban perkosaan bisa dikenakan pidana,aewin86,,indonesia,
196,196,2019-09-19 13:07:52+00:00,1174671449119838208,Jan men ke tetangga ya kang tar kena kuhp,twit_farid,,indonesia,
197,197,2019-09-19 13:02:58+00:00,1174670217382727680,Nah itu Pembuat UU itu apalagi jaman dulu tidak seperti netizen baca 1 2 buku dan selebaran sudah yakin Proses pembuatannya lama RKUHP itu cuman copas dan modify dr KUHP yang dibuat belanda saja makan waktu puluhan tahun baru bisa mendekati final dan itu dinyinyirin pulak,aewin86,,indonesia,
198,198,2019-09-19 13:00:17+00:00,1174669539524538369,Gak ada yang mewajarkan mas bro Sangat normatif sekali solusimu Baca dulu lah penelitian penelitian itu Dicegah dengan KUHP baru ini maksudmu,ariesbom2,,indonesia,
199,199,2019-09-19 13:00:11+00:00,1174669514308382721,Massa Tolak RUU KUHP Masih Bertahan di Depan DPR Gelar Teatrikal di Jalan Massa,galxxs,,indonesia,
200,200,2019-09-19 13:00:00+00:00,1174669469794230272,atau rancangan uu penghapusan kekeran seksual dimana nanti akan berbeda dengan uu kekerasan seksual yang ada di kuhp doakan aja supaya ntar di terima ruu nya,csyforlyfe,,indonesia,
201,201,2019-09-19 12:58:39+00:00,1174669129233551360,Revisi KUHP Aturan Preman buat Malak,Bwndil,,indonesia,
202,202,2019-09-19 12:56:10+00:00,1174668503674060802,Nah kan itu baru sekian dari 600 UU KUHP,Fatoni0Rachman,0,indonesia,
203,203,2019-09-19 12:55:18+00:00,1174668285868048385,KUHP banyak gaguna nya,tsukinyem,-1,indonesia,
204,204,2019-09-19 12:47:23+00:00,1174666296543170562,RUU KUHP tinggal ketok palu tanggal 24 September Abis itu pemerintah jadi otoriter Anti kritik Bnyak pasal karet Hopeless gw mbe Bakal Golput gw mbe selamanya,Noeey131,-1,indonesia,
205,205,2019-09-19 12:44:59+00:00,1174665689484779520,sugas Berarti siap2 didenda 1 juta dong merujuk ke ruu kuhp,acongmaros,-1,indonesia,
206,206,2019-09-19 12:40:33+00:00,1174664576211619841,gimana kalau bikin jadwal PatriotBersamaRakyat semua patriot BCU pimpin rakyat beneran demo DPR tolak RUU KUHP dorong JR UU KPK dan dorong RUU PKS Kalau org jahat gampang bersatu kenapa yang baik nggak bs bersatu karena rakyat butuh patriot Harapan Gundala,Mastermind023,-1,indonesia,
207,207,2019-09-19 12:40:29+00:00,1174664558213881856,Demo buat protes ruu kpk dam ruu kuhp bukan mau nurunin pemerintah yg sah blogg,Yoghakun,0,indonesia,
208,208,2019-09-19 12:38:31+00:00,1174664064275845124,Kalo ini sih bukannya sebelumnya memang sudah ada di kuhp ya,indaaahhhf,0,indonesia,
209,209,2019-09-19 12:37:24+00:00,1174663783807102978,Jadi kalau yg RUU KUHP gmna,embebidin,0,indonesia,
210,210,2019-09-19 12:36:57+00:00,1174663669554139136,Dokday dulu ngingetin soal cicilan bukan RUU KUHP,akaduyY,0,indonesia,
211,211,2019-09-19 12:36:37+00:00,1174663586641108992,Ha po meneh nek ruu kuhp wes sah Yungalaaah,Rozalixer,-1,daerah,
212,212,2019-09-19 12:32:36+00:00,1174662573456707588,KUHP baru lebih tepatnya Masih sama kok yg ngebahas paham freesex kemaren itu,EnggalAryo,0,indonesia,
213,213,2019-09-19 12:32:08+00:00,1174662456804667392,Untuk yang UU KPK kemarin sudah ada yang mengajukan Judicial Reviunya ke MK Untuk yang RUU KUHP ini belum karena memang belum di sahkan menunggu rapat paripurna jadi belum bisa,Hangyulpadamu,0,indonesia,
214,214,2019-09-19 12:27:55+00:00,1174661396383952897,Pak kyai Ma ruf n gusdur beda jauuuuuh Gusdur lebih ke moderat n plural pak kyai Ma ruf konservatif puritan ini RUU KUHP yg masih ribut pun mungkin atas usulan beliau,sifulan_jr,-1,indonesia,
215,215,2019-09-19 12:27:27+00:00,1174661277873930240,Eh hati2 loh menghina nanti masuk pasal KUHP eh ini anaknya ya Gpp berarti Kan yg dihukum kalo menghina presiden aja,nailahfarafisa,-1,indonesia,need
216,216,2019-09-19 12:26:35+00:00,1174661060168601602,Bahkan hal ghoib masuk KUHP wkwk ini yg ngerumusin RUU nya siapa sih Curiga pas ngerumusin sambil mabok jadi dia tidak tau apa yg dia tulis,misdanmilanisti,-1,indonesia,
217,217,2019-09-19 12:25:35+00:00,1174660808606830595,Sm mau tanya juga kalo yg gelandangan pengemis pengamen itu bukannya masuk ke perda ya Atau memang sudah ada pasal yg ditambahkan di kuhp Info2 ya kalian yg tau spy sy tambah paham gk salah jg,meeandini,0,indonesia,
218,218,2019-09-19 12:25:35+00:00,1174660806459314177,Oiya untuk isi petisi disitu beliau ada mencantumkan jumlah denda amp brp lama dipenjara Sedangkan dr info yg sy dpt putusan denda dan lamanya dipenjara itu diputuskan di pengadilan bukan diputuskan oleh kuhp Kuhp hanya mencantumkan hukuman dan denda minimal dan atau maksimal,meeandini,0,indonesia,
219,219,2019-09-19 12:22:04+00:00,1174659924904660992,Bro ada RUU KUHP yg bikin kamu ga bisa ngewe lagi dengan semua wanita Dan kamu masih ributin kepercayaan orang Lely saja tak percaya kamu kok kamu bisa bisanya ngomongin kepercayaan orang,julisstyoGG,-1,indonesia,
220,220,2019-09-19 12:21:28+00:00,1174659771355422720,RI ID Maaf mbak saya sangat setuju RKUHP disahkan tuk ganti KUHP tinggalan belanda kalo ada pasal2 yg gak adil bisa digugat ke MK,Joi_41,1,indonesia,
221,221,2019-09-19 12:19:12+00:00,1174659203983540225,harus segera menarik wakil pemerintah yang lagi membahas rancangan KUHP ini sebelum di paripurnakan,HaryantoMeli,0,indonesia,
222,222,2019-09-19 12:16:36+00:00,1174658548925489153,Dari zaman dlu emang paling logis KUHP buatan belanda dulu dari pada sekrang lebih pro terhadap yg berkepentingan dibanding kan rakyat,aldypdhl,-1,indonesia,
223,223,2019-09-19 12:15:03+00:00,1174658155864907776,ID Kalo ada KUHP baru berarti harus ngapalin lagi pasal pasalnya Kan baru semua,kakarindingan,0,indonesia,
224,224,2019-09-19 12:14:56+00:00,1174658128710778887,JKT48TeamKIII Lagi sibuk menolak RUU KUHP,rradhiann,-1,indonesia,
225,225,2019-09-19 12:13:59+00:00,1174657889006284800,Mendukung RUU KUHP,ergiiiiiii,1,indonesia,
226,226,2019-09-19 12:08:50+00:00,1174656594790895616,Kami ga butuh kuhp kami butuh kerja dan sanksi dpr diperjelas dan dipertegas Kami ga butuh foto bapak di kebakaran hutan riau kami butuh hukuman dan sanksi yg super tegas untuk korporasi yg dengan sengaja membakar hutan bila perlu bubarkan dan dipenjarakan pak,ervan_kristiadi,-1,indonesia,
227,227,2019-09-19 12:08:47+00:00,1174656580987473920,Wah ini perlu dibahas Apa aja bawaan Yai KPK KUHP Ibukota Semua,ruliemaulana,0,indonesia,
228,228,2019-09-19 12:05:02+00:00,1174655637256454147,Krn sebelumnya belum pernah ada aturan hukum yg bersifat umum dibuat dikemudian hari Semua yg baru disahkan bersifat khusus KUHP aja 1 1946 artinya udah 70 tahun lebih,Rusdigenda,0,indonesia,
229,229,2019-09-19 12:04:22+00:00,1174655470134415361,Yang jelas ternyata terbukti bangsa sendiri malah bikin RKUHP yang lebih buruk dari KUHP warisan penjajah Cc,Dika76595557,-1,indonesia,
230,230,2019-09-19 12:03:23+00:00,1174655221307457536,kuntadhi batalkan aja RUU KUHP ini kok kayaknya menyimpang dari UUD yg ada apa RUU ini titipan org org yg mabuk agama gitu kok isinya semua mengerikann,triefince,-1,indonesia,
