no,full_text,class
201,Transjakarta Iyaa tolong edukasi kartu jaklingko nya yg gabisa di gunain tp marah marah ke penumpang sampe nunjuk nunjuk trs ngarep di kasih uang,2
202,Hai kak Untuk saat ini penggunaan Aplikasi Jaklingko tidak ada perubahan ya Kak Terima kasih,0
203,pake apk jaklingko masi bs kan nanti,0
204,Hai kak Untuk mendapatkan tarif integrasi Rp 5000 dalam tiga jam bisa dengan menggunakan Kartu Jaklingko namun harus melakukan tap in dan tap out di halte halte Transjakarta bus Transjakarta Terima kasih MB,0
205,Hai Kak Terkait pembelian kartu Jaklingko bisa langsung di bank terkait ya Kak Terima kasih,0
206,Min kartu jelajah jaklingko belinya di mana ya,0
207,fess minimal jaklingko nder,0
208,Hai kak Bisa ya kak untuk pembelian di Aplikasi Jaklingko Terima kasih,0
209,kalo beli di app jaklingko tetep bisa kan,0
210,Enggak kadang tapi emang app JakLingko ngebug parah Yang android bisa buat ini tapi ngebug buat itu yg ios bisa buat itu tapi ngebug di ini,2
211,Hai Kak Untuk aplikasi JakLingko masih bisa digunakan ya Terima kasih,0
212,Jaklingko itu system yang sangat sangat bagus klo diteruskan Dan diperluas jangkauannya Transportasi umum sdh di jalan yg benar tinggal terusin aja,1
213,Kalo pake aplikasi jaklingko gimana kak,0
214,Jaklingko fungsinya sama kaya emoney,0
215,Transjakarta No nya b 1020 sxx sekitar jam 16 00 supir nya ngomong terus kalo kartu nya gabisa yaudah gabisa aja gtu Sambil nunjuk nunjuk saya Seakan akan berharap saya kasih uang ke supir nya pdhl kartu jaklingko gabisa ditap bukan kesalahan saya,2
216,Mungkin pembelian tiket byr pake ewallet perlahan dihilangkan dari app soalnya di app udh bs beli tiket amp bayarnya pake QRIS Spy orang2 pake 1 app aja utk semua moda transportasi kali Tapi mslhny app Jaklingko ini kadang ada bug atau troublenya,0
217,Tadi pagi kek pen pedih perihal sopirnya Jaklingko terusss malemnya kedapetan angkot Jaklingko yang muterin lagu lagu BTS Emang klo ada yang bikin ngamuk selalu ada jalan yang bikin adem,0
218,info kartu jaklingko versi baru yg warna item udh dijual blm min,0
219,Waktu kejadian Jumat 23 Juni 2023 Foto pendukung Kronologi saya melakukan pembelian kartu e money jaklingko pada vending machine di halte tj jatipadang pada Jumat 23 Juni 2023 Pada transaksi pertama mengalami kegagalan karena tidak bisa melakukan scan barcode qris,0
220,Dulu gue kena skip jaklingko bbrp kali grgr full jd yauda nunggu next2nyq lg aje,0
221,Bukan mksdnya keskip tu kalo jaklingko kaga bisa 4 6 jd kalo full yauda u di Skip,0
222,Nyasar yg direncana jir Tp naik jaklingko enak si,1
223,Hai Kak Pembayaran bisa menggunakan kartu uang elektronik bank yaitu JakLingko E Money Bank Mandiri Brizzi Bank BRI Tapcash Bank BNI Flazz Bank BCA dan Jakarta Card Bank DKI 1 2,0
224,Diari pagi td mw naik jaklingko dri jem stenga 7 sdh nunggu di bus stop tp angkotny full trs smpe jem 7an masi g dpt cape dh akhrny naik maxim krn tkt telat malah kesasar smpe tn abg amp GI untung tidak telat,2
225,Bisa kok bayar lewat Jaklingko pake gopay ovo atau QRIS apa aja,0
226,Masuk akal juga tapi masyarakat taunya wah KMT KCI ga bisa lagi nih Padahal KMT KCI termasuk dalam Kartu Transportasinya Jaklingko,2
227,Transjakarta angkot jaklingko jak47 lama ya skrng nunggu nya,2
228,jaklingko tu harus pake kartu jaklingko khusus apa bisa emoney si,0
229,gusti Raharjo tweet walah mas boro2 pakai jaklingko dia masuk indomart aja sandalnya dilepas nyampai dalam heran gak ono jendelane tp silir,0
230,Saya gagal beli emoney jaklingko di vending machine halte tj jatipadang udah chat nomor cs tapi ga ada respon uang saya udh kepotong malah dighosting kaya gini tolong tanggapannya Jangan mengecewakan cust dong Transjakarta,2
231,Niat hati hemat naik tj malah gabawa emoney beli kartu baru jaklingko 40 rebu,0
232,Hmm ada semua nich flash jaklingko e money siip lah,1
233,Wkwkwkwk aneh bgt jadi kayak apps jaklingko mau beli tiket cuma bisa bayar pake astrapay coba lol dari jutaan pengguna TJ amp mrt siapa sih yg pake itu wallet lol,2
234,Selama masih ada aplikasi jaklingko masih tenang dah,1
235,Iyaaa banget lagi minggu lalu pertama kali naik MRT ternyata gabisa Gopay pembayaran via online alhasil harus beli kartu Jaklingko yg 3 bulan itu krn lagi gapunya kartu emoney jg Padahal pas naik KRL bisa pesen tiket via Gojek,0
236,hhhh gua tuh heran padahal di jaklingko depan supir kosong malah milih yang dibelakang yang jelas2 udah penuh gua aja ampe kegencet anjir,2
237,ril anjir kekny dulu jaklingko bisa buat semua dah tapi skrg janglingkonya beda2,0
238,JUJUR IYA kalo bisa ngaku ngaku aja udah nikah Karena gue pernah ditanya supir jaklingko mereka berdua gitu dan posisinya emg udah maghrib di angkot penumpangnya cuma 3 trus tu bapak2 berdua ngotot bgt bercandain pengen anter pulang kalo blom nikah ada dong kesempatan KEK,2
239,Kalo pake app jaklingko masih bisa berarti,0
240,Kalo ga ada kartu2 gitu pake app JakLingko membantu mas Bisa untuk beli tiket Trans Jakarta jugaa,0
241,parkiran gedungnya diperbaikin soalnya ada video bus mentok krn desain awalnya tingginya buat minibus kyk jaklingko,0
242,Udah jaklingko bisanya fello doang ini mrt ikut mempersulit Yang bagus malah jadi purba Gak asik lah,0
243,uang ku ke ketilep waktu ngisi saldolewat jaklingko mana ngga balik balik wakakakakakakak gapapa dahh,2
244,kalau jaklingko aku gapunya kartunya pake flazz apa bisa,0
245,utk kedepannya mungkin bisa dimulai dibikin stasiun JIS dan komuter ditambah utk Kota St Tj Priok jumlah dan intensitasnya dan untuk transjakarta jaklingko jg ditambah rute rute nya ke JIS mungkin itu aja sarannya dulu Transjakarta,0
246,kokas sih ada ojju tawan nany terus ada boost jugaa tapi kalo karoeke kita naik transjakarta atau gak jaklingko,0
247,saya naik jaklingko lenteng agung andara kwk 837 bagus tapi karena depannya tidak mau berhenti di halte sebelum kahfi II meskipun kosong kalau tidak salah no kwk 835 tolong ditindak oknum tidak berhenti kalau lewat maghrib salah seperti kwk 835 liat aja cctv mesin tap,2
248,setuju ka contohnya aja ni ya pak anies percyaa diri membuat JakLingko untuk mempermudah transportasi rakyatnya klo mau kemana2,0
249,pengen pengalaman awikwok di jaklingko konteksnya gw lg plg dari citraland bareng ortu naek jaklingko dan kbtulan emg hobi duduk dibelakang nah gak lama kemudian si Dia naek dan duduk depan depanan ama gua kyk gini Dia ini udah tua banget kyknya ad 1 5x gua,0
250,Maksudnya di app jaklingko itu,0
251,gue setuju ka pak anies percaya diri dengan prorgam yg dibuatnya bisa memudahkan rakyatnya beraktivitas contohnya kartu JakLingko ka,1
252,Transjakarta jaklingko B 1317 VT 52 kalideres muara angke supir nya judes orang tua yang punya masalah dilutut tidak boleh dudul di bangku prioritas malah di suruh duduk di belakang dulu t9long supir nya dikasih edukasi ini udah kali 2 nya,2
253,Trayek jaklingko,0
254,wkwk kal haid gni bgt nunggu jaklingko lama aja nangis,2
255,btw pake app jaklingko bisa semua qris gaes agak lebih ribet dari mrt j sih tapi yang penting bisa naik kalo lagi ga ada e money,1
256,Kan gue 1 Jaklingko bareng bocil cwo Nah dia ini ngomong trus ya gue ladenin aja sambil liat2 art Sakura Trus dia blg eh itu Sakura ya pacarnya Naruto Aku blg engga ini Sakura pacarnya Sasuke Naruto jomblo canda Dia kekeh Sakura pacar Naruto,0
257,Mending banyakin TMB TMS dan sejenisnya abis gitu angkot2 ditertibin bikin yg terintegrasi kayak jaklingko lalu halte2 benerin lagi dan wajib naik turun tmb tuh dr halte gitu bisa gak sih Biar nyaman gitu kita teh naik transportasi umum di Bandung ya kann,1
258,ril pusing lemes msh di jaklingko yh pen tidur bgt,0
259,Transjakarta halo min tolong donggg ini ditindak jaklingko 29 jurusan tj priok sukapura kartu jaklingko nya yg memang ga bisa ditap tapi supir nya marah marah sama saya dan ngomong yg ga enakin,2
260,taman langsat gratis taman literasi gratis ragunan jalan kaki sekitar fatmawati banyak makanan n exhibition di cipetenya naik jaklingko aja kalo cape gultik blok m cobain naik mrt gabut lebak bulus blok m gt wAKAKAK museum polri modern bgt cibis park,0
261,apa maksudnya supir jaklingko 31 ngelambai2 dan menolak gue naik pdhl kosong padahal gue nyetop sesuai titik di gmaps halte depan hotel losari Transjakarta,2
262,Hai Kak Bisa ya naik MRT Jakarta menggunakan aplikasi JakLingko Terima kasih,0
263,satu jaklingko sm dosen wkwk,0
264,Sekarang Jaklingko ada versi mobil Carry gini ya,0
265,Hai Kak Untuk dapat naik MRT Jakarta Kakak dapat mengunakan kartu uang elektronik bank seperti JakLingko E Money Bank Mandiri Brizzi Bank BRI TapCash Bank BNI Flazz Bank BCA JakCard Bank DKI dan KMT Commuterline,0
266,Hai Kak Terkait informasi penjualan kartu JakLingko silakan menghubungi media sosial JakLIngko ya Kak Terima kasih,0
267,Selamat siang Kak Untuk Kartu JakCard amp Jaklingko terbitan Bank DKI belum dapat digunakan utk perjalanan Commuterline Silakan dapat menggunakan Kartu Multi Trip KMT kartu uang elektronik bank Brizzi E Money Flazz Tapcash atau aplikasi Gojek pada menu Go Transit Tks,0
268,Gak bisa masuk Jaklingko,2
269,hallo kak apakah jakcard bank DKI dan jaklingko bank DKI bisa dipakai naik kreta,0
270,Transjakarta Nepi 5 tahun gee cuma omdo ungkul jeung emangna Pemda jeung Pemkot hayang ngasih subsidi bensin lewih TJ jeung Jaklingko teh make subsidi pemprov,2
271,tolong di edukasi lagi petugasnya mengenai aplikasi jaklingko Transjakarta masa mau keluar aja dipersulit mana responnya jutek bgt lg padahal dia nya aja yg ga ngerti,2
272,Restu Beliin lah satu kartu jaklingko wkwkwk,0
273,Hai Kak BIsa ya Pembelian tiket MRT Jakarta menggunakan aplikasi JakLingko Terima kasih,0
274,info detail bisa hubungi jaklingko ya Kak Terima kasih,0
275,kartu jelajah hijau bisa buat jaringan jaklingko TJ ato cuma buat MRT om,0
276,Hai Kak Untuk informasi detail mengenai kartu JakLingko dapat menghubungi media sosial JakLingko ya Kak Terima kasih,0
277,jkt Lah bukannya Jaklingko dulu perubahan dari OK Otrip setelah Bang Sandi ga jadi Wagub Inisiasi awal OK Otrip kan,0
278,Transjakarta kalo mau rekrut driver jaklingko yang bener dong 80 pelayanan ke customer gaada ramah nya malah songong banget,2
279,Capek lari lari ngejar jaklingko,2
280,jkt DP Rp 0 tuh bukannya Samawa ya nama programnya JakHabitat lebih ke hunian yg berbasis TOD kan ya Btw soal JakLingko di angkot Mikrotrans juga udah diilangin logonya yg biasa di bagian pintu depan diganti logo Transjakarta,0
281,Kartu Flazz Jaklingko masih ada jual di vending machine Transjakarta,0
282,jkt produk gacoan soalnya ini ngeganti jaklingko bisa kena babat,0
283,apa gada angkot jurusan jakarta singapur biar bs pk jaklingko,0
284,Transjakarta Biasanya mesin yg jadul ga support emoney ada jg yg baru yg ga support karena error Keduanya jika memang terkendala kita tap pake kartu emoney terbitan bank mandiri baik yg berlogo jaklingko maupun tidak Maka sama2 tidak akan terbaca Itu yg disebut masalah TOB,0
285,target selanjutnya JakLingko ya nanti namanya di ganti jadi jaringan jalan kendaraan di singkat jadi JAJARAN,0
286,jkt target selanjutnya JakLingko jadi rute terpadu masyarakat,0
287,Yh tp enih gbs buat jaklingko sedih,0
288,Hai kak Untuk pembelian kartu Jaklingko dapat dilakukan di halte Transjakarta yang sudah tersedia Vending machine Berikut lokasi vending machine yang tersedia di halte Transjakarta Terima kasih DPS,0
289,Hai Kak Mohon maaf atas kendala yang dialami mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih DPS,0
290,jkt Dapet info dari supir jaklingko kalo dibulan agustus logonya bakal diganti,0
291,jkt Dan paling ketauan niatnya kalo sampe diganti Jaklingko ini udah banyak bgt yg ngenalin terutama sbg angkot gratis walaupun sbnrnya jaklingko itu sistem integrasi pembayaran transportasi jkt belum lg soal kartu dan logonya selalu nempel dimana2,0
292,jkt postingan2 di akunnya juga udah gak pernah pake logo jaklingko lagi,0
293,jkt Tapi brandingannya dikurangin dulu naik mikrotrans diajak buat pake kartu berlogo jaklingko sekarang udah promoin naik mikrotrans pake emoney biasa,0
294,Jaklingko jadi Angkutan Umum Terpadu Gratis,1
295,Kos2an listrik max 1 5jt Lain2 jajan skincare 1jt Transportasi cari max 10k hari jd cari kos2an dekat via krl jaklingko free TJ Jalan kaki lebih baik 300k Ortu 800k Tabungan 1 jt Total 6 1 Masih ada sisa,0
296,Segenap jajaran Dewan Komisaris Direksi dan Karyawan PT Bank DKI mengucapkan selamat ulang tahun ke 15 PT MRT Jakarta Jangan lupa gunakan JakCard Bank DKI dan JakLingko sebagai tiket perjalanan MRT Jakarta kamu BankDKI MRTJakarta JakCard JakLingko,0
297,Cari kos maks 1 5 jt biasanya non ac cari yg sediain kipas kulkas dapur air pdam Terus masak aja kalau ga masak nasi lauk beli Habis tu mobilitas pake angkot jaklingko bisa 0 rupiah atau busway Bakalan hemat selebihnya tahan godaan beli ini itu,0
298,Jaklingko adalah hasil dari ketangguhan yang dilakukan oleh Pak Anies,1
299,mama Dari semua daerah Deket Jakarta banyak yang angkot bermasalah Jadi harus objektif lu ga tau ajah ya proses utk pembentukan JAKLINGKO ini dulu bnyk penolakan dari sopir angkot terus karena diketahui proyek nya bakal menghasilkan banyak manfaat dan juga mensejahterakan baru deal,0
300,Disini aja dalam komplek militer Klo masuk musti ninggal KTP Klo gak mau ninggal KTP naik JakLingko cc,0
301,wahyu Susah gabisa maju pola pikir orang2 sini wkw awal jaklingko dicetuskan aja banyak preman2 dan pengusaha angkot metromini or kopaja yg ngamuk2 Padahal dengan mereka gabung justru win win solution Sopir gk perlu cape ngejar setoran trs pengusaha gaperlu pusing sama c,1
302,kalo lebarin jalan kelamaan buat pembebasan lahannya aja bisa tahunan blm berantam buat persetujuan anggaran paling bener jaklingko diperbanyak bisa masuk ke kampung2,0
303,Td tb2 ada ibu2 nyamperin wkt lg nggu jaklingko Ibunya blg blm makan sakit maag dan cm minum air putih dr kemarin Badannya gemeteran YaAllah,0
304,Kenapa ya tangsel ga punya buswaynya sendiri atau minimal jaklingko deh,0
305,pp aja nyambung jaklingko,0
306,Di Jakarta Utara kebantu banget adanya rute jaklingko,1
307,Paling bner emg klo kena weekend kudu pke jaklingko,1
308,Jaklingko ngebantu bgt sih udah mau 4 bulan di jkt gak punya kendaraan pribadi enjoy aja pake public transport,1
309,Transjakarta min klo naik jaklingko bisa pake emoney kah Misal emoneynya baru harus tap di stasiun atau bisa langsung dipake,0
310,Klau jaklingko berarti tanah adat Jakarta donk y,0
311,Lbs Klau skrg kartu jaklingko y,0
312,anies pas jadi gubernur apa sih warisannya orang yg ngomong gini kayanya ga pernah kenal sama angkot jaklingko,1
313,Setujuuu Andai ada macem jaklingko gituuu kan ga perlu bawa kendaraan sampe stasiun,0
314,hidup tap in tap out tp Rp 0 sama kyk angkot jaklingko gratis syaratnya cuma punya kartu jaklingko emoney,1
315,Hai kak mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih RR,0
316,gue cinta angkot TP ANGKOT BOGOR NO angkot jaklingko is yes karena terobos terus jalan terus kapan ya angkot bogor dibikin sistem kayak jaklingko uhuk,1
317,oiya jaklingko itu gratis Tj nya bayar 3500 murce bukan aku sungguh menantikan ada kendaraan macam ni lah di subay yg menjangkau all area ya yg sampe masuk2 gang gitu niscaya warga subay akan semangat naik kendaraan umum,1
318,pagi ini memutuskan buat ga naik motor karna jakarta lagi ujan deres batttt drpd di jalan kuyup saya memilih utk mari naik tj dan angkot Dari tempat aku tinggal aku naik jaklingko dulu Buat temen2 subay fam yg belom tau jaklingko itu kaya wira wiri nya surabaya,0
319,Ingin menaiki jaklingko udah tinggal selangkah mobilnya pergi Orang di belakang gue misuh2 lucu ke pak supir yang lain Kenapa cepet banget jalannya pak Lama banget nunggunya kan aku capek mau tidur Jadi merasa sangat introvert wkwkwkw,0
320,BUAT LO SEMUA YANG PAKE EMONEY FLAZZ KARTU APAPUN SELAIN JAKLINGKO KATA GW GANTI KARTU KE YANG BARU GK TAU YG BARU APAAN GK GUNA BGT NIH SISTEM TJ TIBA2 UDAH GK BISA BACA KARTU LAMA TERUS GK ADA PENGUMUMAN APAPUN DARI PIHAK Transjakarta DAN GK ADA SOLUSINYA,0
321,Hoi check tapper kalian itu tidak pernah dicek atau gimana sih setiap tapping masuk kepotong keluar kepotong dalam satu trip Petugas di lapangan ga ngerti kalo ditanya 3 500 perak kalo tiap hari kepotong 2x dalam 1 trip itu sangat ngehek,2
322,Tolong dong angkot angkot ini dibikin kayak jaklingko Tertib gitu loh gak asal ngelanggar perlintasan id hrt,1
323,Setahun naik jaklingko masih aja sering nemu supir yang beda beda Makin ngerti kalo watak orang tu beragam bangef,0
324,Sapta5 Jaklingko ditiru Malaysia,0
325,Jkt di era anies utk transport gue akuin keren sih dgn dia cetuskan jaklingko krn bener2 helpful bgt,1
326,HEMAT ONGKOS HAMPIR 50 DENGAN TARIF INTEGERASI JAKLINGKO Informasi di atas 100 HOAKS Selengkapnya di hoaks jalahoaks jakarta,0
327,coba kartu jaklingko bisa jadi ld eline jaewon angyeong,0
328,Padahal dari Lebak Bulus ke Pinang Ranti gampang tinggal naek 7A turun di Kp Rambutan terus tinggal naik Jaklingko 19 atau 71 itu ke Pinang Ranti,0
329,YA INILAH NEGARA Indonesia gt NEGARA CARUT MARUT INDONESIA IS A CHAOTIC COUNTRY ASN LURAH KADES GUBERNUR MENTERI WAMEN TNI POLRI WALIKOTA RUKUNTETANGGA RUKUNWARGA CAMAT JURUMUDITRANSJAKARTA JAKLINGKO amp GOJEK GRAB gt JD MALING,2
330,Transjakarta Min kalo jaklingko yg lewat daerah buaran lampu merah Dunkin Donut itu no berapa ya Thx,0
331,jaklingko yg angkot mikrolet itu byr nya pake kartu jaklingko busway transjkt beli tiket cukup tap kartu flazz bc4 emoney bn1 tap cash kalo masih bingung bisa tanya Transjakarta,0
332,Busway tj transjakarta kaga pake tiket tinggal tap emoney pas masuk dan keluar Jaklingko kayaknya mah yg angkot itu,0
333,Mau dibikin kek jaklingko juga lier da di bandung mah banyak angkot yang kepemilikannya perorangan,0
334,Hallo Transjakarta apa ada opsi dari stasiun rajawali ke springhill office tower kemayoran dgn menggunakan jaklingko Terima kasih,0
335,KawanJaKita mau 5 kartu Jaklingko Yuk sini ikutan Caranya gampang Screenshot dan jelaskan arti kota Jakarta dari kata yang kalian dapatkan pada video di atas Lalu post di stories dan jangan lupa mention dan ajak 3 teman untuk ikutan,0
336,Dibikin kayak jaklingko aja,0
337,Tanah abang udah rapi jadi semrawut lagi pulomas kelapa gading kampung melayu tadinya cepet surut sekarang balik kesebelumnya janji buat perumahan jadinya rusunawa mana tadinya buat yang umr sekarang minimal gaji 7jt tp harus diakui program yang bagus jaklingko,1
338,Apa bedanya Listrik vs BBM sama2 macet anjir urusin noh transportasi umum jaklingko jalurnya ga lengkap krl caos kereta jalurnya banyak belom ke shuttle semua daerah angkot pedesaan masih belum dapat peremajaan amp fasilitas huh tokai tokai aturan tokai,0
339,Ya Tuhan terimakasih gw pulang pergi kantor ga harus naek KRL Cukup jaklingko gratististis dan tydack berdesakan,1
340,Aku tiap ngejar jaklingko,0
341,naik jaklingko dr uki langsung turun sebrang gang rumah,0
342,Hai kak silahkan naik bus rute 9D turun di Hlate Kuningan barat kemudian dilanjutkan dengan bus koridor 9 arah Pinang Ranti turun di BNN transit dengan bus koridor 7 arah KP Rambutan dan dilanjutkan dengan layanan jaklingko JAK 73 Terima kasih WY,0
343,Berawalan dari gua naik jangliko gua gak tau kalau jaklingko itu ada pengelihan karena gua sibuk main hp akhirnya gua dimarahi berhenti tiba tiba dan supir itu bilang hati hati lu mau tanggung jawab Tanggung jawab apaan dah dalam hati tapi akhirnya gua bilang sorry bang,2
344,Gajelas bgt nih emg the power of women jaklingko cuma muat 3 dan 5 org masih aja dipaksa buat 4 amp 6 org,2
345,JAM SEGINI MSH DI PS MINGGU TEBAKTEBAKAN AKU SAMPE RUMAH JAM BERAPA DGN NAIK BASWE JAKLINGKO DENGAN KEADAAN MACETNYA SIMATUPANG,0
346,Mau hemat nunggu jaklingko seabad berakhir naik angkot pas naik angkot malah ga sampe tujuan Nangis,0
347,Sumpah sebel banget Lu tau sepanjang flyover bintaro gue diklaksonin sama angkot jaklingko jurusan pesanggrahan Padahal depan gue ada mobil Dan macet tp masih bisa jalan Mana flyover kalo dari arah veteran ke bintaro kan aspalnya ada tambalan Jadi jedak jeduk jalannya,0
348,Transjakarta Hi jaklingko Saya tau sih naik ini gratis Tp masa musti kaya ugal2an gitu nyetirnya ga bisa kah yg bener normal ky pengendara mobil biasanya gt bkin mabok bgt,2
349,Serius deh jaklingko ngasal bgt nyetirnya lebih parah dr metromini jaman dulu Mabok banget saya tolong pengemudinya pada udah lulus ujian mengemudi blm ya Rasanya kaya naik mobil org yg belom punya SIM ngebut Mabok poll,2
350,Kalo yg jakcard lawas ga bs sam buat jaklingko yg ane pake ke ragunan buat jogging kemarin itu ga bs krn lawas,0
351,georgee bravo b Ini bener jenisnya mungkin banyak dan gratis tapi gak kayak dulu yang baru beberapa menit pergi udah dateng yang baru lagi Jadi gak bakal nunggu lama Temen kerja gue ada yang sebenarnya dia bisa pulang naik jaklingko kan enak gratis tapi dia gak mau karena lama Mending ojol,0
352,LA AAMIINN didoakan dari segala sisi,0
353,Transjakarta dan jawaban jaklingko malah disuruh hubungi pt transjakarta bingungin kan udh sering kepotong 2x aldo saldo ga balik balik malah di pimpong padahal seluruh transaksi transjakarta yang mengelola adalah jaklingko,2
354,Transjakarta beberapa kartu sudah saya lapor ke jaklingko via whatsapp di januari dan februari baru diproses kemarin juni tgl 12 jawabannya ya betul 3 bulan lebih untuk sekedar mengetahui report saldo terpotong 2x dan hasil reportnya adalah transaksi yang saya laporkan dicek tidak ada,2
355,Transjakarta saya kurang lebih sudah 4 kartu elektronik baik yg ada logo jaklingko maupun yg kartu non jakingko dari flazz gen 2 emoney jaklingko emoneu non jaklingko sampe brizzi semuanya pernah terpotong dua kali,0
356,Transjakarta Dulu mesti berlogo jaklingko smp penumpang di suruh turun kl g ada,0
357,Gila nih jaklingko 115 orang lagi mau masuk angkot dia main jalan aja stress supirny mana kalo nyupir kenceng banget lagi,2
358,Hallo min Transjakarta saya mau nanya untuk jaklingko 14 itu dia putarnya kemana dulu yah soalnyaa saya lama nunggunya di depan kfc dan kenapa saya harus jalan jauh dulu yah untuk ketemu plaang bus stop,0
359,Transjakarta Rute 1E dari pondok labu Saya lihat beberapa pengguna kartu jaklingko jg error di mesin tap nya Tpi pas saya naik ke arah rambutan udah normal lagi Mungkin mesin di bus tsb memang sedang error,2
360,Tolong buat semua supir angkot jaklingko 14 jurusan tanah abang meruya jika penumpang belum duduk hendak turun ingin naik jangan di gas terus dong tetapi berhenti lalu tunggu sampai penumpang benar benar duduk turun atau naik Transjakarta,2
361,saya pikir Jaklingko belum cukup efektif sebagai bus pengumpan ke Halte TJ Penggunan jaklingko adalah pengguna angkot sebelumnya Org org lebih milih naik ojek kalau ke halte,2
362,Target Dishub DKI kalo gasalah paling lambat 170 trayek angkot brarti 100 persen dilayani Jaklingko di 2025 awal ampe detik ini malah baru mau 100 ampe akhir tahun maybe 120 trayek Masih lama banget Padahal armada kita banyak cuma ga segera disebar for trayek baru gitu,0
363,Gausah Bodetabek di Jakarta sendiri aja cakupannya blom merata mas Blom smua trayek angkot di Jakarta 100 persennya berubah jadi Jaklingko Kan banyak banget tuh trayeknya Masih PR besar mangkanya kenapa Mikrotrans masih gratis karna targetnya kalo dah smua baru bayar,0
364,Mana jaklingko kaga bs kalo ga pake kartu,2
365,Emang molor ga kelar dalam waktu 5 tahun kepemimpinan kemaren 2017 2022 but biarlah tapi TJ n Dishub sepakat paling lambat awal 2025 smua angkot di Jakarta jadi Jaklingko Masalahnya yang jadi aneh selama ini manajemen TJ itu sendiri Kebanyakan Armada ga segera disebar,0
366,Jaklingko masih blom rata mas Maksudnya armada banyak tapi ga segera disebar Dari 170 total trayek angkot yang ada di DKI sebanyak ntu kan KWK or Kopamilet baru separuh lebih dikit ampe detik ini yang dah jadi Jaklingko kalo gasalah Juli mo launch Jak100 end year baru 120,0
367,i d h i Iyaaa jalanan lebar 5 meter juga rada sulit mas Mustinya 8 meter sesuai dengan standar minimal jalan kendaraan pada umumnya Bisa nanti pake Jaklingko toh smua kalo 170 trayek angkot dah jadi Jaklingko plannya diterapkan bayar kok sesuai rencana Anies kek Minitrans Metrotrans,0
368,Transjakarta min kartu jaklingko lagi error ya Saya mau tap in kok tulisannya masalah pada kartu,2
369,pgn nyoba naik jaklingko katanya gratis kemana aja,0
370,Transjakarta JKT Min tambahin donk plang jaklingko di jln re martadinata tepatnya di sebrang jis dan sebrang jalan ketel karna disitu banyak warga yg memerllukan karna klo gak ada plangnya di stop pun jaklingko tidak berhenti txz,0
371,fess kalo pake jaklingko free kok,0
372,Binus ian yang pernah naik jaklingko itu kita ngetap pake flazz gitu ya Dari anggrek ke palmerah bayar berapa,0
373,oalahh berarti kalo grand max jaklingko itu gak ada ketentuan buat wajib ac nya nyala balik lagi ke pemilik dan supir jaklingko,0
374,Jaklingko itu sopirnya pd digaji gapok UMP DKI ada tunjangan buat anak kalo gak salah Untuk angkotnya skemanya tuker guling Angkot lama dibeli harga pasar sopir dapat angkot baru Minusnya kalo dari sisi sopir ga bisa dapet ceperan dari charter,0
375,gue pernah SEHARIAN dari jaklingko transjakarta kantor transjakarta jaklingko nemu AT LEAST 1 orang pake baccarat rouge ya Allah lama2 idung gue yang berkarat,0
376,kalau kartu KB Ragunan itu dari dulu bisa untuk jaklingko atau barusan ini aja bareng sama kartu bank lain sam,0
377,Elo kan yang nyamar jadi tukang supir angkot jaklingko12 itu dan buat kaga nyaman ke gw Dan sengaja gw kaga boleh naik jaklingko waktu habis berhimpun kemarin Gw di gedeg di santet 22 tahun kampret,2
378,bravo b Dulu ngantor di Klp Gading Ojek ke busway 12k Busway PP 7k Ojek ke kantor 12k Kantor ke busway 12k Naek ojek krn kantor ga terjangkau jaklingko Totalnya 43k sehari Naek motor isi bensin 40rebu bisa buat 3 hari PP,0
379,bravo b karena ekonomis naek TJ memang 3500 tp ojek dari rumah ke halte dari halte ke kantornya dan PP ini yg mahal buat yg kantornya ga dilewatin angkot jaklingko,1
380,Ada yang ketar ketir wkwkwk Sumpah kalo transportasi depok berubah minimal bisa kayak Jaklingko aja asli enak banget pasti,1
381,Kata Anies nunggu sampe smua trayek angkot di Jakarta yang kurleb 170an bisa berubah jadi Jaklingko kalo gasalah sekarang udah nembus Jak100 n ampe akhir tahun akan ada 120 130 trayek lah brarti Jak130 ya paling lambat awal 2025 lah Moga2 jadi kalo udah 100 persen ada tarif,0
382,Transportasi hingga ke jalan milik kota mungkin ya Untuk di beberapa wilayah DKI sudah ada jaklingko Tapi daerah pendukung belum,0
383,kalo di jakarta masalah ini udah beres angkot sekarang gratis jaklingko yg jadi masalah di mindset nya,0
384,Tapi aku jadi ragu kak kalo sekarang wkwkwkwk Soalnya banyak yg protes kalo kartu jaklingko ga bisa dipake lah susah ditopup lah,2
385,Info beli Jaklingko versi BCA Flazz dong gaes,0
386,That s why jaklingko supremacy sopir kenek udah gak ngejar setoran lagi kali gw gak tau cara kerjanya gimana Intinya selain dari keinginan warga harus juga ada dorongan dari pemerintah untuk menyediakan fasum nya dan kebijakan yang mendukung penggunaan transum,1
