ID,,Datetime,Tweet Id,Text,Username,Length,Label,Lang
1012,1823,2022-12-08 15:07:42+00:00,1600869737147138048,@MataNajwa Bikin KUHP anti ghibah pasti seru😹.. auto emak ga bisa nongkrong lagi😂😂,airaadisty1,85,,
1013,1837,2022-12-08 14:53:21+00:00,1600866124744491009,@ThePanacea69 kita gk boleh bilang itu Tumbler atau botol minum.nanti kena KUhP wkwkw,benkatsu96,85,,
1014,2438,2022-12-08 00:12:43+00:00,1600644505304465414,@ObiWan_Catnobi Paling nanti ngeles KUHP ga bisa berlaku di waktu sebelum disahkan 🤭,Duke_of_Nowhere,85,,
1015,2575,2022-12-07 15:43:42+00:00,1600516408148135936,@UyokBack Skenario telah dibuat. Siapa-siapa yg menolak KUHP baru akan dicap teroris.,Lemboade8,85,,
1016,2607,2022-12-07 14:57:14+00:00,1600504712519876608,@syueb2011 Orang yang berdakwah spt ini bisa kena pasal terorisme dlm KUHP yang baru?,kh_notodiputro,85,,
1017,2622,2022-12-07 14:40:38+00:00,1600500535483944962,@JoharNetral @DivHumas_Polri Kenapa gak gedung DPR? Orang2 yg bikin KUHP di situ kan?,AnakPetaniBiasa,85,,
1018,3207,2022-12-07 06:11:08+00:00,1600372316625854465,"@geloraco Yg mengesahkan RUU KUHP itu kan DPR RI, ngapa lu ngebom di kantor polisi 🤦",hera_sail,85,,
1019,3467,2022-12-07 02:42:32+00:00,1600319822747021312,"@Ndons_Back Mungkin karna Ada RUU KUHP kali mbah, tiap kali UU disahkan....🤦‍♂️🤦‍♂️",kicepkicep,85,,
1020,4029,2022-12-06 10:09:54+00:00,1600070016887844864,@CeteBang cepet banget lu ngikutin kuhp yang baru sampe nulis kiri aja ga berani 🥶🥶,himiars23,85,,
1021,4369,2022-12-06 06:01:55+00:00,1600007611398918144,"sifatnya universal😉. #menujupengesahanKUHP
#KUHPtanpapasalkaret 
Pakai KUHP Nasional",SaaaaaaRj_,85,,
1022,506,2022-12-11 09:41:14+00:00,1601874740079394816,"@akbarfaizal68 Assalamualaikum daeng..
Kapan mi bahas ttg KUHP yg baru di podcast nya.",RamLee_N,86,,
1023,566,2022-12-11 06:43:55+00:00,1601830117780885505,"@RamliRizal KUHP Doktor, bukan KUHAP. Aku ngetweet sambil nikmatin acara Kaesang di TV",St04365496,86,,
1024,1063,2022-12-10 00:54:45+00:00,1601379860202795009,@Untung51440057 @DaengWahidin2 Makanya mau ditangkapi pake pasal KUHP yg hina presiden,eeh_ito,86,,
1025,1190,2022-12-09 13:14:23+00:00,1601203605360766977,@Jesster_OFC @C_JesslynJKT48 @C_JessiJKT48 @C_Jessination48 Lgi bahas ruu kuhp y mint?,otak_geser2021,86,,
1026,1192,2022-12-09 13:06:02+00:00,1601201504295145472,"@hyang_wisnu @jokowi @PlateJohnny @kemkominfo Terus sosialisasi kan KUHP. 
@kemkominfo",NabilaAr__,86,,
1027,1297,2022-12-09 10:50:39+00:00,1601167434010230784,"@dewanpers 
KUHP Tidak Berlaku untuk Kegiatan Kemerdekaan PERS
https://t.co/0B5JlGxvjM",GardanttId,86,,
1028,1685,2022-12-09 00:52:36+00:00,1601016930277605376,@Sam_Ardi @gandjar_bondan Ada wejangan baru dari Prof Barda pagi ini ttg KUHP bung? 😁,iqraks,86,,
1029,1701,2022-12-09 00:21:25+00:00,1601009082172813312,"@PartaiGuremm @detikcom Namanya juga turis, masa disuruh baca KUHP secara lengkap dulu",Doublehenry1,86,,
1030,1756,2022-12-08 21:35:21+00:00,1600967292103233537,@detikcom Masak turis disuruh baca kuhp hahaha...nanti menyesal kalo ekonomi nyungsep.,yudiwijayaa,86,,
1031,1762,2022-12-08 20:09:13+00:00,1600945617085136896,"@yanpanjie @CNNIndonesia Coba baca kuhp lama bang, pasal ini ada juga kok di kuhp lama",amiami167w,86,,
1032,1800,2022-12-08 15:52:22+00:00,1600880978641096704,"@mouldie_sep KUHP sebelumnya sudah ada krn sjw lantang bersuara, imbasnya jadi kemana2",Tree_333,86,,
1033,1818,2022-12-08 15:20:17+00:00,1600872902077059077,@Askrlfess ni antara harus seneng karna kuhp diperbarui tpi juga emosii sama sanksinya,jaeminiieess,86,,
1034,1833,2022-12-08 14:55:50+00:00,1600866750702055425,@YudiSet16452924 Bodoh mu keterlaluan drun.....makanya baca lengkap dulu kuhp yg baru.,iramapanutan,86,,
1035,1952,2022-12-08 11:50:06+00:00,1600820007080177664,"@Sam_Ardi Lulus les privat bisa jadi ""saksi ahli"" KUHP di persidangan 3 tahun lagi....",andikbm,86,,
1036,2131,2022-12-08 06:47:57+00:00,1600743971096973313,"@firzahusainInc Bisa dipidana berdasarkan KUHP Baru.
🤭
Siapa berani pidanakan MBS? 😂",fer_sia,86,,
1037,2319,2022-12-08 02:33:41+00:00,1600679982946476033,@AdhieMassardi KUHP yang baru untuk melindungi kroni kroni_nya https://t.co/zMaWtvlpwJ,DendraKen,86,,
1038,2457,2022-12-07 23:48:44+00:00,1600638471840075776,"@Tan_Mar3M @AliNgabalinNew Tanya,kepanjangan KHUP itu apa ya? Apakah sama dengan KUHP?",ChipLee51,86,,
1039,3137,2022-12-07 07:08:04+00:00,1600386645794390016,@tempodotco Komentar Hotman Paris ttg KUHP yg baru. BATALKAN!! https://t.co/OtHNsBx7Fz,Didikjzie,86,,
1040,3502,2022-12-07 02:05:36+00:00,1600310528336834560,"Meskipun demikian, Yasonna mengakui perjalanan penyusunan RUU KUHP tidak selalu mulus.",rutan_kapuas,86,,
1041,4327,2022-12-06 06:51:34+00:00,1600020105882062848,@andreasharsono @KomnasPerempuan RKUHP / skrg KUHP nya bisa rakyat liat dimana ya pak?,zephanian,86,,
1042,104,2022-12-12 12:37:03+00:00,1602281377474707456,@budakyesus KUHP yang baru terutama soal pasal perzinahan &amp; penghinaan ke penguasa.,l_combattant,87,,
1043,280,2022-12-12 02:35:58+00:00,1602130109820854272,@damn_camaro KUHP ini masih dalam tahap sosialisasi dan baru diterapkan tiga tahun lagi,Honkidesuyo11,87,,
1044,565,2022-12-11 06:44:58+00:00,1601830384505081856,"@sunarto__ Yoi.. bnyk banget orang2 merasa sok pinter mengecam KUHP baru

Eneg lihatnya",DaddyAshari,87,,
1045,892,2022-12-10 11:44:28+00:00,1601543367329841152,@hipohan sebenernya gk usah pake KUHP timpukin batu aja itu yg berisik malem malem 😂🤣,suuun_____,87,,
1046,1001,2022-12-10 04:00:51+00:00,1601426694027763714,"@TinmanVox @AREAJULID Kalo modus kejahatan kaya gini, pake kuhp yg sebelumnya juga bisa",Dino_megan,87,,
1047,1054,2022-12-10 01:17:42+00:00,1601385636552118272,@msaid_didu Iya KUHP selingkuh bisa di pidana ..emang elloo mau kumpul kebo berlaku yaa,AyikMz,87,,
1048,1086,2022-12-09 23:14:55+00:00,1601354735184855042,"@detikcom Orang luar rame pada komen KUHP yang baru, artinya memang benar ada masalah..",I_am_fakhri,87,,
1049,1299,2022-12-09 10:45:25+00:00,1601166116260151297,@CNNIndonesia Tapi apa yg bapak lakukan ? Malah KUHP semakin memanjakan mereka. So NATO,agent_pin,87,,
1050,1331,2022-12-09 09:45:58+00:00,1601151157253984256,Apakah Anda menganggap KUHP baru ini sebagai langkah mundur bagi Indonesia? #KoranTempo,korantempo,87,,
1051,1542,2022-12-09 03:46:35+00:00,1601060715585937408,@kumparan Ternyata KUHP jaman penjajah itu lebih baik dari KUHP jaman oligarkhi ini ya.,erhabepe,87,,
1052,1597,2022-12-09 02:37:15+00:00,1601043265541001216,"@ApriadiYadi11 @kompascom 3 tahun lagi jika KUHP sudah berlaku, coba dibuat laporannya.",muldirun,87,,
1053,1891,2022-12-08 13:24:19+00:00,1600843719280054272,@kokbisachannel Jadi KUHP baru ini bobrok banget ataukah ada hal baik di dalam KUHP ???,evandrigp,87,,
1054,2453,2022-12-07 23:50:36+00:00,1600638940587110401,@undipmenfess karena kuhp kita sudah ketinggalan zaman dan sangat butuh pembaharuan. :),librababby,87,,
1055,2522,2022-12-07 19:00:23+00:00,1600565903703171072,@ans_slawjageh @anakserapung @mardigu024 COBA ELU BACA PASAL 310 KUHP BIAR LU BS NGERTI,Yorkeous,87,,
1056,2606,2022-12-07 14:59:09+00:00,1600505197331185665,"@NarasiNewsroom itu pelampiasanmu, saat kuhp, efektif berlaku 3 thn lagi, ya min ?😂...",low_lowi,87,,
1057,3277,2022-12-07 05:09:34+00:00,1600356824560988162,@AvaSiRem HAHAHAHA 🤣🤣. keliatan banget itu. respon terhadap pengesahan kuhp baru kan?,sentris_man,87,,
1058,3862,2022-12-06 12:28:27+00:00,1600104882861506562,@dapitdong Hadeuhh  PKS..setuju juga kok pengesahan RUU KUHP..mereka walk out tidak..??,4the_vision,87,,
1059,3955,2022-12-06 11:10:58+00:00,1600085386297937920,@moonderlands FYP gue isinya dpr semua gk dpr ian gk dpr kuhp dua duanya buat pusing 😭,asliceredvelvet,87,,
1060,3988,2022-12-06 10:41:52+00:00,1600078061525168129,@chrstafrn @fuats @antarticpearl mut semua temen kita akan dipenjara karena KUHP ga sih,kikoadh,87,,
1061,42,2022-12-12 16:56:06+00:00,1602346567599783938,@ceplokkecap @apriliani_nancy @CNNIndonesia pasal 340 kuhp ttg pembunuhan berencana bang,sternritterzz,88,,
1062,126,2022-12-12 11:03:19+00:00,1602257786544349185,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Sosialisasi KUHP makin masif. 
@kemkominfo",Elbarak_,88,,
1063,249,2022-12-12 04:56:23+00:00,1602165443791581184,@BaleBengong @YLBHI Menginap adalah privasi. Tapi dengan KUHP ini udah gak jadi privasi.,egonik_alt,88,,
1064,532,2022-12-11 09:22:02+00:00,1601869908601901058,@Kimi58486332 Laporin aja pak di kuhp yg baru kan ada pasal menghina org yg sudah wafat.,kingdeeuropa,88,,
1065,1303,2022-12-09 10:33:40+00:00,1601163163004596224,@detikcom Emang KUHP sdh sempurna? Tidak boleh dikritik kekurangan dan kelemahannya.....,ShevaAnindya,88,,
1066,1751,2022-12-08 22:11:08+00:00,1600976297525923840,"@detikcom KUHP baru emang yepat waktu nya disahkanndan bikin heboh hahahaha
Good job DPR",hiehuan1,88,,
1067,1958,2022-12-08 11:42:12+00:00,1600818020909486080,@ricky_NHikmah Pritt ruu kuhp tolong ditindak ini pemberontak matt tembak mati @Usannn26,Ikhsnmaulanaa,88,,
1068,2437,2022-12-08 00:14:00+00:00,1600644830769475586,"@strike_bravo_b bisa2nya yg ngebom bawa isu kuhp, ga modal pula  dilakban item seuprit..",ustdagus,88,,
1069,2984,2022-12-07 08:47:36+00:00,1600411694961872897,@arunreksa_ sandwich generation terlihat lebih hot setelah kuhp yang baru berlaku 🥵🥵🥵,menyadaru,88,,
1070,3744,2022-12-06 14:39:41+00:00,1600137911785390080,"Tapi belum tau gmn hasil ketok palu, ini masih draft, KUHP baru belum bisa di akses wkwk",alphatotle,88,,
1071,3931,2022-12-06 11:28:41+00:00,1600089844750884864,@megiculaz @siomje @WNR_1989 @idextratime @diarioas Kuhp ngab udh gamake r lagi sekarang,Zidaned_,88,,
1072,692,2022-12-10 23:44:21+00:00,1601724531504451584,"Mantap Akhirnya Kita Punya KUHP Sendiri, Produksi Bangsa Sendiri. https://t.co/FDqmovKoJd",AryoDek0,89,,
1073,693,2022-12-10 23:44:20+00:00,1601724526391627777,"Mantap Akhirnya Kita Punya KUHP Sendiri, Produksi Bangsa Sendiri. https://t.co/itQsHbUtid",AryoDek0,89,,
1074,694,2022-12-10 23:44:18+00:00,1601724520699924480,"Mantap Akhirnya Kita Punya KUHP Sendiri, Produksi Bangsa Sendiri. https://t.co/MQmzUcsDB6",AryoDek0,89,,
1075,1046,2022-12-10 01:38:56+00:00,1601390978358972416,@d3vilicious @_MbakSri_ Apa hubungannya dengan urusan kedaulatan dengan KUHP? Asal mangap,BonifasiusZebu1,89,,
1076,1453,2022-12-09 05:53:19+00:00,1601092609036152832,"@bdngfess Udah fix cewe sukanya yang badag fix no debat, kalo mau debat, debatin noh KUHP",nsenjay,89,,
1077,1549,2022-12-09 03:32:15+00:00,1601057110246060032,"@CNNIndonesia Senjata tajam KUHP baru dah siap dimainkan, menebar ancaman #sopowaeisokeno",MenatapSenja3,89,,
1078,1819,2022-12-08 15:18:14+00:00,1600872387477901312,"@geloraco Ganjar menyindir atau menghina presiden ya?
Bisa kena pasal KUHP yg baru ini 🤭",hero_n_bhank,89,,
1079,2004,2022-12-08 09:58:41+00:00,1600791971433353216,"@aki__kolot @_MbakSri_ KUHP yg baru itu baru berlaku 3 tahun lg, cukup waktu sosialisasi.",Syarman59,89,,
1080,2146,2022-12-08 06:30:58+00:00,1600739694966636545,"@ipeh_tetapnganu Padahal RU kuhp dah disahkan, masih saja menyerang lembaga pemerintahan.",edysmerdeka,89,,
1081,2584,2022-12-07 15:30:13+00:00,1600513013269745664,"@CNNIndonesia Pasal karet,bikin ruu kuhp ga becus.

Kok bisa yg ngadu ortu Dan anaknya?🤣",anw4rtafi,89,,
1082,3280,2022-12-07 05:03:05+00:00,1600355192980918272,@PutraUjungpand1 @yusuf_dumdum Hanya PeKS ma kaum radikal yg tolak ruu kuhp aya naon euy?,Fadly_lurus,89,,
1083,3373,2022-12-07 03:56:48+00:00,1600338512712126464,"@catatansicucuth Iyaa, diduga pelaku protes pengesahan KUHP, Mak. Ada tulisan di motornya",panah_bintangku,89,,
1084,3386,2022-12-07 03:47:46+00:00,1600336238921519104,"@tanyarlfes Aneh. Knp targetnya polisi, gak ke gedung dpr? Kan polisi kaga ngurusin kuhp?",KIMAre_Am,89,,
1085,3822,2022-12-06 13:10:13+00:00,1600115396194889731,"@Tan_Mar3M @henrysubiakto RKUHP nya sudah jadi KUHP tentang pers, kalo hoax bisa di bui🤭",g4kta,89,,
1086,4056,2022-12-06 09:43:45+00:00,1600063434166394881,"@kombunese @TxtdariHI buset nyerang kepala negara tetangga aja ga aman. bener"" ni kuhp 💀",lanaas111,89,,
1087,38,2022-12-12 17:11:48+00:00,1602350517984067585,@kegblgnunfaedh Banyakan mantan lu bang daripada DPR yg hadir di pengesahan Kuhp terakhir.,candarmo,90,,
1088,809,2022-12-10 14:18:32+00:00,1601582137219506176,@moodyuck nanti klo KUHP baru disahkan bs denda 10jt klo balik tengah malam pake mobil itu,himawansugeha95,90,,
1089,831,2022-12-10 13:40:58+00:00,1601572684969623553,"@MrsRachelIn @BNPTRI kuhp di sahkan aja kadrun dah kepanasan, gimana kalo UP ga dibebaskan",BasirChasay,90,,
1090,1344,2022-12-09 09:03:11+00:00,1601140391402934272,"@txtdrberseragam Kalo ruu kuhp di sahkan, untuk menangkap orang2 kayak gini. Silahkan 🙏🏻",rigeldzikrullah,90,,
1091,1409,2022-12-09 07:09:20+00:00,1601111739805810689,"@Alexasheep @TheFaredan @TxtdariHI sedikit-banyak, KUHP juga bakal ngaruh ke sektor wisata",coketju,90,,
1092,1746,2022-12-08 22:23:38+00:00,1600979441236119552,@Askrlfess KUHP yg masih Anget ntr bisa d coba Pasalnya yg melarang ngewe sebelum nikah...,daudkurniawan17,90,,
1093,1797,2022-12-08 15:54:16+00:00,1600881455609294848,"@gunturiks waduh... KUHP baru makin ngelantur, sprtinya saat merancang ada aroma cuan tuch",zefry_Juve1897,90,,
1094,2115,2022-12-08 07:10:00+00:00,1600749518282031104,@fiamalias @Haudenosaunee_ @heriajin @18fesss tiati kumpul-kumpul ges nanti bisa kena kuhp,hayukaastana,90,,
1095,2138,2022-12-08 06:44:07+00:00,1600743004800970752,@meddyDLuffy @Kimcimaya @txtdrberseragam Oh ya satu lagi baca lagi bang kapan KUHP berlaku,sirarthuryese,90,,
1096,2376,2022-12-08 01:22:00+00:00,1600661940409229313,(2)Di motornya ada sebuah kertas yang bertuliskan menolak KUHP yang merupakan hukum kafir.,gurun_cacing,90,,
1097,3029,2022-12-07 08:19:59+00:00,1600404745109536768,"@theblessedguy KUHP yang sebelumnya kan ga buatan kita, tapi buatan Belanda maksudnya gitu",squilliams,90,,
1098,3084,2022-12-07 07:40:20+00:00,1600394764771557376,"@sschleeepp @kemalpalevi KUHP baru dibicarakan sejak 1958, gak ada urusan sama kasus2 baru",wibowo074,90,,
1099,3633,2022-12-06 19:49:07+00:00,1600215779387273216,"@crystalbibles Makasi banyak, nanti kita baca draft kuhp bareng ya https://t.co/R2AFXxPOmg",ckpbgtsi,90,,
1100,3915,2022-12-06 11:44:21+00:00,1600093786981691394,"@Crypto34209511 @JJRizal Pidana uu ite tidak berlaku mas, karena sudah ada dalah kuhp baru",happyenemies,90,,
1101,3995,2022-12-06 10:31:16+00:00,1600075393649631232,"@rachmans @AJIIndonesia Lebih buruk lagi kalo tidak ada KUHP. 
Maunya hidup tanpa aturan ?",jo_adhi,90,,
1102,248,2022-12-12 05:22:01+00:00,1602171896535339008,"@Intel_ORBA Pahaaaam pak guruuu...! Btw hati² KUHP baru  nder, nyablak dikit nanti dibui 😅",BungDenni,91,,
1103,411,2022-12-11 14:32:45+00:00,1601948106463285249,@GutsIsBerserker sekedar pemanis pasal2 tindak pidana terhadap negara sahabat di (r)kuhp 🤭,radiantdhiya,91,,
1104,535,2022-12-11 08:45:20+00:00,1601860673922748416,"Aku saban hari pro-pasal zina KUHP baru, masih aja dicap kafir 😝🤣
https://t.co/cv16p1mRlK",ekky1995,91,,
1105,733,2022-12-10 21:23:47+00:00,1601689156869976065,"@KompasTV KUHP
Kumpulan  Uang Haram Pejabat.
....

KUHP.
Koruptor &amp; Unit Hukum Pancung.",BANGJAL87419503,91,,
1106,1589,2022-12-09 02:48:58+00:00,1601046216389033985,@mardigu024 Hanya kaum KADAL 🦎 GURUN yang ga butuh KUHP 🤪 namanya juga makhluk BAR-BAR 😝,Fusianto,91,,
1107,2301,2022-12-08 03:06:43+00:00,1600688293544308740,"@muchlis_ar Jadi teroris kemaren tuh random banget bilang KUHP kafir, pan kudunya seneng 😅",alfiarnimakhtaf,91,,
1108,2303,2022-12-08 03:06:04+00:00,1600688130696224768,@marsmeyow Pernah gak mau bayar terus bukannya keluarin debit card tapi malah ngesahin KUHP,MasPencengg,91,,
1109,2353,2022-12-08 01:58:00+00:00,1600671000428826624,"@dinagustavsson @jokowi Ini contoh cocok kena pasal di kuhp baru, menghina bukan mngkritik.",nite_owl123,91,,
1110,2413,2022-12-08 00:58:54+00:00,1600656127301414912,@myrazra @AliNgabalinNew KUHP dari jaman Belanda udah ada bung. Kenapa baru sekarang ribut.,eddie_riyanto,91,,
1111,2545,2022-12-07 17:13:15+00:00,1600538943992348687,"@catreonot Om udah om, bom disana itu lebih penting dibahas daripada KUHP baru yg sempurna.",tukangapel1,91,,
1112,2631,2022-12-07 14:31:04+00:00,1600498127466815489,"@mardigu024 Lha katanya pengin dikritik itu pakpres itu kok bikin kuhp ini, buat apa ya...?",idaanisa,91,,
1113,2867,2022-12-07 10:25:08+00:00,1600436237542002689,@ernestprakasa Kayaknya yg nyebar tanpa sensor Kena tuh ke KUHP baru 🤔 pasal berapa ya? 🤔,TraderCoinCrypt,91,,
1114,3250,2022-12-07 05:25:34+00:00,1600360848383700992,@dewalokaid @U__besar @asumsico Mau bikin narasi orang2 yg menolak kuhp baru adalah radikal,vvinusi,91,,
1115,3308,2022-12-07 04:46:10+00:00,1600350935699836929,"@Reesty_Cayah Udah jang udah...
Ga usah di analisis dulu...
Lo udh baca kuhp yg baru blom ?",abamsetiawan,91,,
1116,3609,2022-12-06 21:25:03+00:00,1600239922023378945,@tifsembiring Kapn lg kita pux KUHP buatan anak bngsa. Update donk uu warisan penjajah ini.,OerangB,91,,
1117,3653,2022-12-06 17:41:37+00:00,1600183694412894208,"@tanyakanrl Mulai hari ini udah hilang R nya, udah jadi KUHP walau efektif tahun 2025 nanti",sasaran_empuk,91,,
1118,3734,2022-12-06 14:55:04+00:00,1600141780053131265,"@EriIMaya @hehehehe6666 @TxtdariHI Minta izinnya iya, tapi seinget gw dulu gak ada di kuhp.",tbnoeri_,91,,
1119,4170,2022-12-06 08:54:25+00:00,1600051018967834625,"@ngtotrus @bknahlinya beneran, gc gua udh ribut. anggota bem jga udh share isi ruu kuhp itu",ddarknoom,91,,
1120,4435,2022-12-06 04:32:08+00:00,1599985014002749440,"@OposisiCerdas Daripada pakai KUHP buatan Belando, lebih baik KUHP Nasional buatan sendiri.",Syarman59,91,,
1121,1280,2022-12-09 11:04:55+00:00,1601171027756978177,"@VIVAcoid Ngaco juga si Hotman, itu KUHP udah lama dan proses panjang dibahas ke ahli2 hukum",suharmokos,92,,
1122,1654,2022-12-09 01:54:56+00:00,1601032618820382721,"@geloraco Kalau dikritik PBB,US dan aktivis Ham berarti KUHP sudah sesuai dengan rakyat kita",EndiKusnadi18,92,,
1123,2034,2022-12-08 08:54:23+00:00,1600775787099041793,@kr1t1kp3d45_pro lha kan berlakunya UU 3 tahun sejak disahkan. emg UU KUHP berlaku surut ya?,queserasirah,92,,
1124,2074,2022-12-08 07:50:05+00:00,1600759606677946369,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Lanjut sosialisasi KUHP di Serang.
@kemkominfo",arinuzula,92,,
1125,2561,2022-12-07 16:25:35+00:00,1600526946911211520,"@kumparan Bilang KUHP syirik pdhl salah satu poinnya ""perzinaan bisa dipenjara"" 🤣🤣🤣🤣🤣🤣",nonammee33,92,,
1126,2651,2022-12-07 14:17:12+00:00,1600494640716726272,@SeputarTetangga Sdh di akomodir di KUHP baru kang. Siapkan amunisi tahun 2025 bs dilaporkan,PriyoHa55246302,92,,
1127,2720,2022-12-07 13:09:49+00:00,1600477681484591104,@blank0429 Cuma penasaran aja ama pelakunya kok cpt bgt baca kuhp yg segitu banyak ya 😂😂😂,akuntwiter968,92,,
1128,2787,2022-12-07 11:53:05+00:00,1600458372394127363,@Yorkeous @anakserapung @mardigu024 masa di KUHP yang baru ga ada perlindungan atas pribadi?,ans_slawjageh,92,,
1129,3067,2022-12-07 07:51:40+00:00,1600397617984606209,"@BEMUI_Official Hhhaa...Rupanya kalian
Lebih bahagia dg KUHP warisan Penjajah .

PECUNDANG !",Trieszeguet,92,,
1130,3823,2022-12-06 13:10:09+00:00,1600115377274437633,"KUHP Baru Sunat Vonis Penjara Seumur Hidup Koruptor Baik di Penjara

https://t.co/qyAOfaTMjn",_melody_mellow,92,,
1131,3875,2022-12-06 12:11:04+00:00,1600100508605108224,@UIndonesi @FPKSDPRRI @IskanQL @PKSejahtera Emang isinya cuman itu KUHP yg di sahkan?? Jamet,a_nazhief,92,,
1132,3889,2022-12-06 12:07:18+00:00,1600099561971716097,@Kemenkumham_RI Dalam perspektif penologi. KUHP baru jauh lebih moderen dari pada KUHP lama.,PradiktaAndiAlv,92,,
1133,4082,2022-12-06 09:33:09+00:00,1600060767319252992,"@democrazymedia Screening dulu ""titipan"" hukum di RUU KUHP....hilangkan potensi pasal² karet",bambatri,92,,
1134,4256,2022-12-06 07:59:22+00:00,1600037166280679425,"selain itu, udh banyak pencerminan hukum progresif ya dalam KUHP baru!! ttg pemidanaan, dsb.",ditaditaditamei,92,,
1135,100,2022-12-12 12:40:55+00:00,1602282348686413824,"@TxtdariHI Keren 👏👏. Bisa"" demi mempertahankan KUHP, indonesia keluar dari pbb. Sapa tau 🤷",ichtiaradimas,93,,
1136,573,2022-12-11 06:14:28+00:00,1601822705942396928,Sebaliknya Indonesia sedang berjuang kembali menghadapi pembungkaman melalui pengesahan KUHP.,Zian_pradhana,93,,
1137,962,2022-12-10 06:10:04+00:00,1601459212332453889,@detikcom terus fungsi KUHP disahkan buat apa? Apa ada pengecualian untuk daerah khusus bali?,maulanaruju,93,,
1138,1353,2022-12-09 08:57:49+00:00,1601139038869590016,@TxtdariHI Pdhl isinya KUHP itu ad yglebih ngeri dbanding tentang Sx bebas 🤣 yaitu Koruptoor,Leenpangestu,93,,
1139,1389,2022-12-09 07:40:18+00:00,1601119531593715713,"Bagus ada kuhp baru, ngira tipikor bakal dinaikin minimal hukumannya, taunya diturunin wkwkwk",erstevn,93,,
1140,1563,2022-12-09 03:18:36+00:00,1601053671223353344,@detikcom Tak ada yg gelisah kecuali provokator penolak KUHP Nasional https://t.co/ImO9PDqyRN,Syarman59,93,,
1141,1584,2022-12-09 02:56:19+00:00,1601048067394113536,Ayolah temen-temen baca RUU KUHP secara utuh dan lebih bagus lagi kalo dikaji secara mendalam,romyfthn,93,,
1142,1616,2022-12-09 02:25:36+00:00,1601040335001776128,"@_MbakSri_ 100% yg pelopori KUHP selangkangan...background hidup nya ""ditolak lamaran"" 🤣🤣🤣",kikiolengx,93,,
1143,2060,2022-12-08 08:04:19+00:00,1600763187636637696,"@CNNIndonesia Kabur ke Indonesia saja, tapi jangan bawa pacarnya spy tak kena pasal KUHP baru",GmailJatmiko,93,,
1144,2169,2022-12-08 05:58:55+00:00,1600731630309879808,"@CNNIndonesia Kuhp yg baru aman..., gak ada hukuman mati.
Sniper----  500m ----&gt; headshoot",muslim_culim,93,,
1145,2361,2022-12-08 01:45:09+00:00,1600667769921736704,"@detikcom Mulai bermunculan lagi berita2 pengeboman,,, apa kabar dengn KUHP yang di sah kan😭",raka_ghazali1,93,,
1146,2416,2022-12-08 00:55:38+00:00,1600655305033277440,@mardigu024 @choirhandoni6 klw episode teroris bawa pamflet anti KUHP gimana ya analisanya???,KangTaufiqNew1,93,,
1147,2564,2022-12-07 16:17:41+00:00,1600524958391992320,"dalam hukum kan mengenal unsur, delik, coba jelaskan sebagai contoh di kuhp baru😁 @RiceBosss",latahzanbismi,93,,
1148,2792,2022-12-07 11:48:36+00:00,1600457244294131713,@sommmersault hamdalah🥲🙏🏼 btw kalo mau liat kuhp terbaru yg udah direvisi dimans yah moms?,daritelenovela,93,,
1149,2835,2022-12-07 11:04:14+00:00,1600446076326416384,"@Gerindra Min pengen curhat, kuhp tentang koruptor kenapa di nerf (berkurang) jadi 2 tahun 🥲",feedemady,93,,
1150,3857,2022-12-06 12:31:17+00:00,1600105597692776449,"boro apal kuhp lama, nulis pasal aja w cuma tulis isi ketentuan pasal ga ampe nomer awkwokwow",winternangor,93,,
1151,4073,2022-12-06 09:35:58+00:00,1600061476014010368,@ainunrozi kita semua kriminal yang akan dipenjara karena #SemuaBisaKena #bisaDIPENJARA #kuhp,irnmeres,93,,
1152,1009,2022-12-10 03:34:41+00:00,1601420109293432833,@ceosamsantech @undipmenfess Udah kukasih kuliah umum sedikit tentang KUHP Nasional Din wkwkwk,apppolion,94,,
1153,1066,2022-12-10 00:41:13+00:00,1601376454104600576,@susipudjiastuti Beliaunudah menolak. Bisa tolong cari manusia berkualitas menyusun ulang KUHP,Bonbon36401001,94,,
1154,1104,2022-12-09 18:49:45+00:00,1601288006299574272,"@TxtdariHI Ga suka PBB yang terlalu ikut campur, tapi KUHP yang baru masih perlu dikaji ulang.",bronizserena,94,,
1155,1908,2022-12-08 13:07:18+00:00,1600839437055037441,@SightofT @Fahrihamzah Wkwkwk lg ngebahas ape sih? UU KUHP atau PT 20%? kebiasaan out of topic,Ade1103,94,,
1156,2134,2022-12-08 06:47:36+00:00,1600743880596819969,"Patut berbangga karena KUHP!
#KUHPIndonesia
#SaveKPK
#HukumdanKeadilan https://t.co/30r9XvVAlF",wewepratikno99,94,,
1157,2254,2022-12-08 04:05:37+00:00,1600703115816480768,"@Kimi58486332 Ga masuk akal sih menentang KUHP baru, la wong KUHP lama itu bikinan belanda kok",RGumilangHP,94,,
1158,2274,2022-12-08 03:41:51+00:00,1600697134969282560,@andikamalreza Itu uang bukannya dibagi2in ke rakyat kecil malah bayar seleb2 buat endors KUHP,Mas_Lucas_,94,,
1159,2507,2022-12-07 22:06:11+00:00,1600612662844719105,@catchmeupid Btw dengan UU KUHP baru gini kalo mencemooh FS bakal terancam pidana juga ga sih?,finuaz,94,,
